,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities,Predicted
36,Hungary,Double Room,3,August 2020,Couple," Hotel is located near the river with awesome view. Rynek/center is within walking distance (or lime-ride distance) 
Minibar was loaded with good stuffs. Room was clean in general.",8.0,Very Good,1,location,1
37,Hungary,Double Room,3,August 2020,Couple," Hotel is located near the river with awesome view. Rynek/center is within walking distance (or lime-ride distance) 
Minibar was loaded with good stuffs. Room was clean in general.",8.0,Very Good,1,dirty,1
38,United Kingdom,Twin Room,3,August 2020,Group," Location was good, short walk to the square. Staff were pleasant.",10.0,Few Days Stay,1,location,1
39,United Kingdom,Twin Room,3,August 2020,Group," Location was good, short walk to the square. Staff were pleasant.",10.0,Few Days Stay,1,staff,1
40,United Kingdom,Twin Room,3,August 2020,Group," Location was good, short walk to the square. Staff were pleasant.",10.0,Few Days Stay,1,noisiness,1
41,United Kingdom,Twin Room,3,August 2020,Group, Hotel Very clean. Friendly staff.,9.0,Wonderful,1,dirty,1
42,United Kingdom,Twin Room,3,August 2020,Group, Hotel Very clean. Friendly staff.,9.0,Wonderful,1,staff,1
43,Germany,Double Room,1,August 2020,Couple," Nice room
Nice view
Very good",9.0,Wonderful,1,location,1
44,Luxembourg,Double Room Plus River View,1,August 2020,Couple," We had a room facing the river, on the 4th floor. All perfect, the room was clean and modern, quiet as we wanted it to be. The restaurant is good, bery well maintained and respecting anti-covid mesures: limited self service, all waiters wearing the masks, strict hygiene, some products sealed in plastic (like a portion of fruit salad). Overall, great experience, we were very pleased. In addition, it's super central, right next to the oldtown and Oder river. Wasn't overcrowded.",9.0,Wonderful,1,dirty,1
45,Luxembourg,Double Room Plus River View,1,August 2020,Couple," We had a room facing the river, on the 4th floor. All perfect, the room was clean and modern, quiet as we wanted it to be. The restaurant is good, bery well maintained and respecting anti-covid mesures: limited self service, all waiters wearing the masks, strict hygiene, some products sealed in plastic (like a portion of fruit salad). Overall, great experience, we were very pleased. In addition, it's super central, right next to the oldtown and Oder river. Wasn't overcrowded.",9.0,Wonderful,1,comfort,1
46,Luxembourg,Double Room Plus River View,1,August 2020,Couple," We had a room facing the river, on the 4th floor. All perfect, the room was clean and modern, quiet as we wanted it to be. The restaurant is good, bery well maintained and respecting anti-covid mesures: limited self service, all waiters wearing the masks, strict hygiene, some products sealed in plastic (like a portion of fruit salad). Overall, great experience, we were very pleased. In addition, it's super central, right next to the oldtown and Oder river. Wasn't overcrowded.",9.0,Wonderful,1,noisiness,1
47,Luxembourg,Double Room Plus River View,1,August 2020,Couple," We had a room facing the river, on the 4th floor. All perfect, the room was clean and modern, quiet as we wanted it to be. The restaurant is good, bery well maintained and respecting anti-covid mesures: limited self service, all waiters wearing the masks, strict hygiene, some products sealed in plastic (like a portion of fruit salad). Overall, great experience, we were very pleased. In addition, it's super central, right next to the oldtown and Oder river. Wasn't overcrowded.",9.0,Wonderful,1,restaurant,1
48,Luxembourg,Double Room Plus River View,1,August 2020,Couple," We had a room facing the river, on the 4th floor. All perfect, the room was clean and modern, quiet as we wanted it to be. The restaurant is good, bery well maintained and respecting anti-covid mesures: limited self service, all waiters wearing the masks, strict hygiene, some products sealed in plastic (like a portion of fruit salad). Overall, great experience, we were very pleased. In addition, it's super central, right next to the oldtown and Oder river. Wasn't overcrowded.",9.0,Wonderful,1,covid,1
49,Luxembourg,Double Room Plus River View,1,August 2020,Couple," We had a room facing the river, on the 4th floor. All perfect, the room was clean and modern, quiet as we wanted it to be. The restaurant is good, bery well maintained and respecting anti-covid mesures: limited self service, all waiters wearing the masks, strict hygiene, some products sealed in plastic (like a portion of fruit salad). Overall, great experience, we were very pleased. In addition, it's super central, right next to the oldtown and Oder river. Wasn't overcrowded.",9.0,Wonderful,1,staff,1
50,Luxembourg,Double Room Plus River View,1,August 2020,Couple," We had a room facing the river, on the 4th floor. All perfect, the room was clean and modern, quiet as we wanted it to be. The restaurant is good, bery well maintained and respecting anti-covid mesures: limited self service, all waiters wearing the masks, strict hygiene, some products sealed in plastic (like a portion of fruit salad). Overall, great experience, we were very pleased. In addition, it's super central, right next to the oldtown and Oder river. Wasn't overcrowded.",9.0,Wonderful,1,location,1
51,United Kingdom,Twin Room,3,August 2020,Couple," Everything was great . Very well located , comfortable room , polite and professional service. Highly recommended. Good value for money",10.0,Excellent stay,1,location,0
52,United Kingdom,Twin Room,3,August 2020,Couple," Everything was great . Very well located , comfortable room , polite and professional service. Highly recommended. Good value for money",10.0,Excellent stay,1,comfort,0
53,United Kingdom,Twin Room,3,August 2020,Couple," Everything was great . Very well located , comfortable room , polite and professional service. Highly recommended. Good value for money",10.0,Excellent stay,1,staff,0
54,United Kingdom,Twin Room,3,August 2020,Couple," Everything was great . Very well located , comfortable room , polite and professional service. Highly recommended. Good value for money",10.0,Excellent stay,1,price,0
55,Czech Republic,Double Room,2,August 2020,Couple," Hotel is easy to find, its realy great dominant building, has a very good location closing to city center. I lived in 4.floor with beatiful view on the river Odra (perfect on the evening). The room was clean and spacious. Bathroom is nice with a bathtube. TV has good channels, plus one channel just only about Wroclaw and hotels Plaza. Housekeeping was very good.",8.0,Great building with beautiful view and  quality service,1,location,1
56,Czech Republic,Double Room,2,August 2020,Couple," Hotel is easy to find, its realy great dominant building, has a very good location closing to city center. I lived in 4.floor with beatiful view on the river Odra (perfect on the evening). The room was clean and spacious. Bathroom is nice with a bathtube. TV has good channels, plus one channel just only about Wroclaw and hotels Plaza. Housekeeping was very good.",8.0,Great building with beautiful view and  quality service,1,dirty,1
57,Czech Republic,Double Room,2,August 2020,Couple," Hotel is easy to find, its realy great dominant building, has a very good location closing to city center. I lived in 4.floor with beatiful view on the river Odra (perfect on the evening). The room was clean and spacious. Bathroom is nice with a bathtube. TV has good channels, plus one channel just only about Wroclaw and hotels Plaza. Housekeeping was very good.",8.0,Great building with beautiful view and  quality service,1,bathroom,1
58,Czech Republic,Double Room,2,August 2020,Couple," Hotel is easy to find, its realy great dominant building, has a very good location closing to city center. I lived in 4.floor with beatiful view on the river Odra (perfect on the evening). The room was clean and spacious. Bathroom is nice with a bathtube. TV has good channels, plus one channel just only about Wroclaw and hotels Plaza. Housekeeping was very good.",8.0,Great building with beautiful view and  quality service,1,tv,1
59,Czech Republic,Double Room,2,August 2020,Couple," Hotel is easy to find, its realy great dominant building, has a very good location closing to city center. I lived in 4.floor with beatiful view on the river Odra (perfect on the evening). The room was clean and spacious. Bathroom is nice with a bathtube. TV has good channels, plus one channel just only about Wroclaw and hotels Plaza. Housekeeping was very good.",8.0,Great building with beautiful view and  quality service,1,internet,1
60,Germany,Double Room,2,July 2020,Family," Location, staff and breakfast were excellent.",10.0,Exceptional,1,location,1
61,Germany,Double Room,2,July 2020,Family," Location, staff and breakfast were excellent.",10.0,Exceptional,1,staff,1
62,Germany,Double Room,2,July 2020,Family," Location, staff and breakfast were excellent.",10.0,Exceptional,1,food/drink,1
63,Lithuania,Double Room Plus River View,3,August 2020,Couple, Take room with view to the river,10.0,Exceptional,1,location,1
64,Poland,Double Room,2,June 2020,Couple," Staff, air con, bar, view, terrace, location.",9.0,Wonderful,1,staff,1
65,Poland,Double Room,2,June 2020,Couple," Staff, air con, bar, view, terrace, location.",9.0,Wonderful,1,temperature,1
66,Poland,Double Room,2,June 2020,Couple," Staff, air con, bar, view, terrace, location.",9.0,Wonderful,1,restaurant,1
67,Poland,Double Room,2,June 2020,Couple," Staff, air con, bar, view, terrace, location.",9.0,Wonderful,1,location,1
68,United Kingdom,Double Room,4,June 2020,Couple," Housekeeping staff very nice and helpful.
View from room.",8.0,Very Good,1,staff,1
69,United Kingdom,Double Room,4,June 2020,Couple," Housekeeping staff very nice and helpful.
View from room.",8.0,Very Good,1,location,1
70,Czech Republic,Single Room Plus River View,1,June 2020,Solo traveler, In the city center,9.0,"Nice hotel , pleasant staff",1,location,1
71,Lithuania,Double Room,1,February 2020,Family, Good location. Comfortable room. Nice breakfast.,8.0,Would stay there again,1,location,0
72,Lithuania,Double Room,1,February 2020,Family, Good location. Comfortable room. Nice breakfast.,8.0,Would stay there again,1,comfort,0
73,Lithuania,Double Room,1,February 2020,Family, Good location. Comfortable room. Nice breakfast.,8.0,Would stay there again,1,food/drink,0
74,United Kingdom,Double Room,3,March 2020,Couple," Big clean room, fabulous view, nice bar and restaurant, courteous staff, excellent central location.",10.0,Exceptional,1,dirty,1
75,United Kingdom,Double Room,3,March 2020,Couple," Big clean room, fabulous view, nice bar and restaurant, courteous staff, excellent central location.",10.0,Exceptional,1,location,1
76,United Kingdom,Double Room,3,March 2020,Couple," Big clean room, fabulous view, nice bar and restaurant, courteous staff, excellent central location.",10.0,Exceptional,1,restaurant,1
77,United Kingdom,Double Room,3,March 2020,Couple," Big clean room, fabulous view, nice bar and restaurant, courteous staff, excellent central location.",10.0,Exceptional,1,staff,1
78,Germany,Single Room,3,February 2020,Solo traveler," Staff were very helpful, friendly and polite. Always smiling. 
Room was big, bed very comfortable.
Breakfast was great, lots of choices and plenty of food. 
The small bar was cozy and relaxing. 
Will definitely stay only here on my visits to Wroclaw.",9.0,Just perfect,1,staff,1
79,Germany,Single Room,3,February 2020,Solo traveler," Staff were very helpful, friendly and polite. Always smiling. 
Room was big, bed very comfortable.
Breakfast was great, lots of choices and plenty of food. 
The small bar was cozy and relaxing. 
Will definitely stay only here on my visits to Wroclaw.",9.0,Just perfect,1,bed,1
80,Germany,Single Room,3,February 2020,Solo traveler," Staff were very helpful, friendly and polite. Always smiling. 
Room was big, bed very comfortable.
Breakfast was great, lots of choices and plenty of food. 
The small bar was cozy and relaxing. 
Will definitely stay only here on my visits to Wroclaw.",9.0,Just perfect,1,comfort,1
81,Germany,Single Room,3,February 2020,Solo traveler," Staff were very helpful, friendly and polite. Always smiling. 
Room was big, bed very comfortable.
Breakfast was great, lots of choices and plenty of food. 
The small bar was cozy and relaxing. 
Will definitely stay only here on my visits to Wroclaw.",9.0,Just perfect,1,food/drink,1
82,Germany,Single Room,3,February 2020,Solo traveler," Staff were very helpful, friendly and polite. Always smiling. 
Room was big, bed very comfortable.
Breakfast was great, lots of choices and plenty of food. 
The small bar was cozy and relaxing. 
Will definitely stay only here on my visits to Wroclaw.",9.0,Just perfect,1,restaurant,1
83,France,Double Room Plus River View,1,February 2020,Couple," -super view in the room. Room spacious, modern and comfortable.
-Service excellent, barmaid super ! 
-excellent location",10.0,Exceptional,1,location,0
84,France,Double Room Plus River View,1,February 2020,Couple," -super view in the room. Room spacious, modern and comfortable.
-Service excellent, barmaid super ! 
-excellent location",10.0,Exceptional,1,comfort,0
85,France,Double Room Plus River View,1,February 2020,Couple," -super view in the room. Room spacious, modern and comfortable.
-Service excellent, barmaid super ! 
-excellent location",10.0,Exceptional,1,staff,0
86,United Kingdom,Double Room,1,February 2020,Couple," Last minute booking for the night before we left.
Clean, lovely staff. Decor a bit dated but otherwise perfect.",9.6,Perfect,1,dirty,1
87,United Kingdom,Double Room,1,February 2020,Couple," Last minute booking for the night before we left.
Clean, lovely staff. Decor a bit dated but otherwise perfect.",9.6,Perfect,1,staff,1
88,United Kingdom,Double Room,1,February 2020,Couple," Last minute booking for the night before we left.
Clean, lovely staff. Decor a bit dated but otherwise perfect.",9.6,Perfect,1,comfort,1
89,Netherlands,Double Room,2,February 2020,Couple, Great location.,8.0,Very Good,1,location,1
90,United Kingdom,Double Room,3,February 2020,Couple," Location 
Quality 
Clean 
Friendly 
Great value",9.6,Great location and hotel,1,location,1
91,United Kingdom,Double Room,3,February 2020,Couple," Location 
Quality 
Clean 
Friendly 
Great value",9.6,Great location and hotel,1,dirty,1
92,United Kingdom,Double Room,3,February 2020,Couple," Location 
Quality 
Clean 
Friendly 
Great value",9.6,Great location and hotel,1,staff,1
93,United Kingdom,Double Room,3,February 2020,Couple," Location 
Quality 
Clean 
Friendly 
Great value",9.6,Great location and hotel,1,price,1
94,United Kingdom,Twin Room,1,February 2020,Group, Great location- close to the old town,7.9,Good,1,location,1
95,United Kingdom,Double Room,3,February 2020,Couple," Excellent location, spotlessy clean. Excellent choice at breakfast and staff couldn’t have been more helpful",10.0,Exceptional,1,location,0
96,United Kingdom,Double Room,3,February 2020,Couple," Excellent location, spotlessy clean. Excellent choice at breakfast and staff couldn’t have been more helpful",10.0,Exceptional,1,dirty,0
97,United Kingdom,Double Room,3,February 2020,Couple," Excellent location, spotlessy clean. Excellent choice at breakfast and staff couldn’t have been more helpful",10.0,Exceptional,1,food/drink,0
98,United Kingdom,Double Room,3,February 2020,Couple," Excellent location, spotlessy clean. Excellent choice at breakfast and staff couldn’t have been more helpful",10.0,Exceptional,1,staff,0
99,United Kingdom,Single Room,1,January 2020,Group, Comfortable hotel with friendly staff in good location. Good value for money,9.0,"Comfortable, clean hotel with friendly staff. Excellent value",1,comfort,0
100,United Kingdom,Single Room,1,January 2020,Group, Comfortable hotel with friendly staff in good location. Good value for money,9.0,"Comfortable, clean hotel with friendly staff. Excellent value",1,staff,0
101,United Kingdom,Single Room,1,January 2020,Group, Comfortable hotel with friendly staff in good location. Good value for money,9.0,"Comfortable, clean hotel with friendly staff. Excellent value",1,location,0
102,United Kingdom,Single Room,1,January 2020,Group, Comfortable hotel with friendly staff in good location. Good value for money,9.0,"Comfortable, clean hotel with friendly staff. Excellent value",1,price,0
103,Ireland,Double Room,3,January 2020,Couple," Spotless clean, really comfortable",9.6,Excellent,1,dirty,1
104,Ireland,Double Room,3,January 2020,Couple," Spotless clean, really comfortable",9.6,Excellent,1,comfort,1
105,Ireland,Twin Room,2,January 2020,Family," Beautiful room and so spacious! Free [still and sparkling] water was left by the mirror, along with little sweets, which was so lovely after hours of travelling. The bed was large with two separate duvets, so I couldn't possibly ask for a more comfortable stay for two people! / Despite a late arrival (about 10PM), I was still able to order room service - and the food was absolutely incredible! The staff was also very friendly, and the location was near the Old Town as well as other places I had to go to. I will definitely stay here again, hopefully for a little longer too!",8.0,Brilliant!,1,bathroom,1
106,Ireland,Twin Room,2,January 2020,Family," Beautiful room and so spacious! Free [still and sparkling] water was left by the mirror, along with little sweets, which was so lovely after hours of travelling. The bed was large with two separate duvets, so I couldn't possibly ask for a more comfortable stay for two people! / Despite a late arrival (about 10PM), I was still able to order room service - and the food was absolutely incredible! The staff was also very friendly, and the location was near the Old Town as well as other places I had to go to. I will definitely stay here again, hopefully for a little longer too!",8.0,Brilliant!,1,dirty,1
107,Ireland,Twin Room,2,January 2020,Family," Beautiful room and so spacious! Free [still and sparkling] water was left by the mirror, along with little sweets, which was so lovely after hours of travelling. The bed was large with two separate duvets, so I couldn't possibly ask for a more comfortable stay for two people! / Despite a late arrival (about 10PM), I was still able to order room service - and the food was absolutely incredible! The staff was also very friendly, and the location was near the Old Town as well as other places I had to go to. I will definitely stay here again, hopefully for a little longer too!",8.0,Brilliant!,1,bed,1
108,Ireland,Twin Room,2,January 2020,Family," Beautiful room and so spacious! Free [still and sparkling] water was left by the mirror, along with little sweets, which was so lovely after hours of travelling. The bed was large with two separate duvets, so I couldn't possibly ask for a more comfortable stay for two people! / Despite a late arrival (about 10PM), I was still able to order room service - and the food was absolutely incredible! The staff was also very friendly, and the location was near the Old Town as well as other places I had to go to. I will definitely stay here again, hopefully for a little longer too!",8.0,Brilliant!,1,comfort,1
109,Ireland,Twin Room,2,January 2020,Family," Beautiful room and so spacious! Free [still and sparkling] water was left by the mirror, along with little sweets, which was so lovely after hours of travelling. The bed was large with two separate duvets, so I couldn't possibly ask for a more comfortable stay for two people! / Despite a late arrival (about 10PM), I was still able to order room service - and the food was absolutely incredible! The staff was also very friendly, and the location was near the Old Town as well as other places I had to go to. I will definitely stay here again, hopefully for a little longer too!",8.0,Brilliant!,1,staff,1
110,Ireland,Twin Room,2,January 2020,Family," Beautiful room and so spacious! Free [still and sparkling] water was left by the mirror, along with little sweets, which was so lovely after hours of travelling. The bed was large with two separate duvets, so I couldn't possibly ask for a more comfortable stay for two people! / Despite a late arrival (about 10PM), I was still able to order room service - and the food was absolutely incredible! The staff was also very friendly, and the location was near the Old Town as well as other places I had to go to. I will definitely stay here again, hopefully for a little longer too!",8.0,Brilliant!,1,food/drink,1
111,Ireland,Twin Room,2,January 2020,Family," Beautiful room and so spacious! Free [still and sparkling] water was left by the mirror, along with little sweets, which was so lovely after hours of travelling. The bed was large with two separate duvets, so I couldn't possibly ask for a more comfortable stay for two people! / Despite a late arrival (about 10PM), I was still able to order room service - and the food was absolutely incredible! The staff was also very friendly, and the location was near the Old Town as well as other places I had to go to. I will definitely stay here again, hopefully for a little longer too!",8.0,Brilliant!,1,location,1
112,United Kingdom,Double Room,3,January 2020,Couple, Great breakfast. Cocktails at the bar. Room view and great bed and shower,10.0,Exceptional,1,food/drink,1
113,United Kingdom,Double Room,3,January 2020,Couple, Great breakfast. Cocktails at the bar. Room view and great bed and shower,10.0,Exceptional,1,restaurant,1
114,United Kingdom,Double Room,3,January 2020,Couple, Great breakfast. Cocktails at the bar. Room view and great bed and shower,10.0,Exceptional,1,location,1
115,United Kingdom,Double Room,3,January 2020,Couple, Great breakfast. Cocktails at the bar. Room view and great bed and shower,10.0,Exceptional,1,bed,1
116,United Kingdom,Double Room,3,January 2020,Couple, Great breakfast. Cocktails at the bar. Room view and great bed and shower,10.0,Exceptional,1,bathroom,1
117,United Kingdom,Double Room,2,January 2020,Couple, Fantastic location. Staff were very accomodating. Room had a great river view. Extremely clean. Breakfast was a large selection. The hotel was definately 4 start standard. Would definately recommend.,10.0,Exceptional,1,location,1
118,United Kingdom,Double Room,2,January 2020,Couple, Fantastic location. Staff were very accomodating. Room had a great river view. Extremely clean. Breakfast was a large selection. The hotel was definately 4 start standard. Would definately recommend.,10.0,Exceptional,1,staff,1
119,United Kingdom,Double Room,2,January 2020,Couple, Fantastic location. Staff were very accomodating. Room had a great river view. Extremely clean. Breakfast was a large selection. The hotel was definately 4 start standard. Would definately recommend.,10.0,Exceptional,1,dirty,1
120,United Kingdom,Double Room,2,January 2020,Couple, Fantastic location. Staff were very accomodating. Room had a great river view. Extremely clean. Breakfast was a large selection. The hotel was definately 4 start standard. Would definately recommend.,10.0,Exceptional,1,food/drink,1
121,Latvia,Twin Room,1,January 2020,Couple," Nice place, close to historical objects, good breakfast",9.6,Exceptional,1,location,1
122,Latvia,Twin Room,1,January 2020,Couple," Nice place, close to historical objects, good breakfast",9.6,Exceptional,1,food/drink,1
123,Sweden,Single Room,2,January 2020,Solo traveler, I like the location and the bed.,9.0,Wonderful,1,location,1
124,Sweden,Single Room,2,January 2020,Solo traveler, I like the location and the bed.,9.0,Wonderful,1,bed,1
125,United States of America,Single Room,3,December 2019,Solo traveler," Everything was fantastic! Food was great, room was great, The staff at the hotel was amazing. There is nothing they wouldn’t do for you! Unfortunately i had a couple of incidents happening on my trip but the staff were very understanding and helpful, they made my stay feel that every penny was worth.",9.6,Exceptional,1,food/drink,0
126,United States of America,Single Room,3,December 2019,Solo traveler," Everything was fantastic! Food was great, room was great, The staff at the hotel was amazing. There is nothing they wouldn’t do for you! Unfortunately i had a couple of incidents happening on my trip but the staff were very understanding and helpful, they made my stay feel that every penny was worth.",9.6,Exceptional,1,staff,0
127,Italy,Double Room,1,December 2019,Couple, After renovation Park Plaza finally meets the level of other 4stars hotels in Wrocław. Nice and clean room. Availability of tea& coffee machine.,9.0,Wonderful,1,dirty,1
128,Italy,Double Room,1,December 2019,Couple, After renovation Park Plaza finally meets the level of other 4stars hotels in Wrocław. Nice and clean room. Availability of tea& coffee machine.,9.0,Wonderful,1,food/drink,1
129,Poland,Double Room,2,January 2020,Couple," Stuff, location, underground parking.",10.0,The location is PERFECT.,1,location,1
130,Poland,Double Room,2,January 2020,Couple," Stuff, location, underground parking.",10.0,The location is PERFECT.,1,parking,1
131,Spain,Twin Room,1,December 2019,Couple," • It's just in the center
• Very nice and helpful people that work there",10.0,Exceptional,1,location,1
132,Spain,Twin Room,1,December 2019,Couple," • It's just in the center
• Very nice and helpful people that work there",10.0,Exceptional,1,staff,1
133,Russia,Double Room,1,December 2019,Family," Gorgeous view, excellent location, good stuff",9.2,Wonderful,1,location,1
134,United Kingdom,Twin Room,3,December 2019,Couple," Good location just across the river from the main market square, only about a 20min walk. Room was really clean and comfortable. Breakfast was great, Overall great value for money",8.3,Very Good,1,location,0
135,United Kingdom,Twin Room,3,December 2019,Couple," Good location just across the river from the main market square, only about a 20min walk. Room was really clean and comfortable. Breakfast was great, Overall great value for money",8.3,Very Good,1,dirty,0
136,United Kingdom,Twin Room,3,December 2019,Couple," Good location just across the river from the main market square, only about a 20min walk. Room was really clean and comfortable. Breakfast was great, Overall great value for money",8.3,Very Good,1,comfort,0
137,United Kingdom,Twin Room,3,December 2019,Couple," Good location just across the river from the main market square, only about a 20min walk. Room was really clean and comfortable. Breakfast was great, Overall great value for money",8.3,Very Good,1,food/drink,0
138,United Kingdom,Twin Room,3,December 2019,Couple," Good location just across the river from the main market square, only about a 20min walk. Room was really clean and comfortable. Breakfast was great, Overall great value for money",8.3,Very Good,1,price,0
139,United States of America,Double Room,2,December 2019,Couple," The location of the hotel and the room view was stunning. Main sqaure is about a 10min walk with a picturess view. The staff were very friendly and accomodating. The rooms were clean but a more up to date TV would inhance our stay.
Overall the experience was good and would come back again.",8.8,Couples break,1,location,1
140,United States of America,Double Room,2,December 2019,Couple," The location of the hotel and the room view was stunning. Main sqaure is about a 10min walk with a picturess view. The staff were very friendly and accomodating. The rooms were clean but a more up to date TV would inhance our stay.
Overall the experience was good and would come back again.",8.8,Couples break,1,tv,1
